"Sample_ID","Customer_Name","Subject_Barcode","Synonym_clean","female","male","full_sib","CIP","DArT"
"24-PEP-02-P09C03S000019","24-PEP-02-P09_C03","PE24CLM-GENO-ST01-00113",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C04S000027","24-PEP-02-P09_C04","PE24CLM-GENO-ST01-00114",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C05S000035","24-PEP-02-P09_C05","PE24CLM-GENO-ST01-00115",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C06S000043","24-PEP-02-P09_C06","PE24CLM-GENO-ST01-00116",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C07S000051","24-PEP-02-P09_C07","PE24CLM-GENO-ST01-00117",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C08S000059","24-PEP-02-P09_C08","PE24CLM-GENO-ST01-00118",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C09S000067","24-PEP-02-P09_C09","PE24CLM-GENO-ST01-00119",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C10S000075","24-PEP-02-P09_C10","PE24CLM-GENO-ST01-00120",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C11S000083","24-PEP-02-P09_C11","PE24CLM-GENO-ST01-00121",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09C12S000091","24-PEP-02-P09_C12","PE24CLM-GENO-ST01-00122",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D01S000004","24-PEP-02-P09_D01","PE24CLM-GENO-ST01-00123",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D02S000012","24-PEP-02-P09_D02","PE24CLM-GENO-ST01-00124",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D03S000020","24-PEP-02-P09_D03","PE24CLM-GENO-ST01-00125",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D04S000028","24-PEP-02-P09_D04","PE24CLM-GENO-ST01-00126",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D05S000036","24-PEP-02-P09_D05","PE24CLM-GENO-ST01-00127",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D06S000044","24-PEP-02-P09_D06","PE24CLM-GENO-ST01-00128",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D07S000052","24-PEP-02-P09_D07","PE24CLM-GENO-ST01-00129",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D08S000060","24-PEP-02-P09_D08","PE24CLM-GENO-ST01-00130",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D09S000068","24-PEP-02-P09_D09","PE24CLM-GENO-ST01-00131",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D10S000076","24-PEP-02-P09_D10","PE24CLM-GENO-ST01-00132",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D11S000084","24-PEP-02-P09_D11","PE24CLM-GENO-ST01-00133",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09D12S000092","24-PEP-02-P09_D12","PE24CLM-GENO-ST01-00134",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E01S000005","24-PEP-02-P09_E01","PE24CLM-GENO-ST01-00135",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E02S000013","24-PEP-02-P09_E02","PE24CLM-GENO-ST01-00136",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E03S000021","24-PEP-02-P09_E03","PE24CLM-GENO-ST01-00137",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E04S000029","24-PEP-02-P09_E04","PE24CLM-GENO-ST01-00138",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E05S000037","24-PEP-02-P09_E05","PE24CLM-GENO-ST01-00139",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E06S000045","24-PEP-02-P09_E06","PE24CLM-GENO-ST01-00140",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E07S000053","24-PEP-02-P09_E07","PE24CLM-GENO-ST01-00141",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E08S000061","24-PEP-02-P09_E08","PE24CLM-GENO-ST01-00142",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E09S000069","24-PEP-02-P09_E09","PE24CLM-GENO-ST01-00143",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E10S000077","24-PEP-02-P09_E10","PE24CLM-GENO-ST01-00144",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E11S000085","24-PEP-02-P09_E11","PE24CLM-GENO-ST01-00145",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09E12S000093","24-PEP-02-P09_E12","PE24CLM-GENO-ST01-00146",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F01S000006","24-PEP-02-P09_F01","PE24CLM-GENO-ST01-00147",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F02S000014","24-PEP-02-P09_F02","PE24CLM-GENO-ST01-00148",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F03S000022","24-PEP-02-P09_F03","PE24CLM-GENO-ST01-00149",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F04S000030","24-PEP-02-P09_F04","PE24CLM-GENO-ST01-00150",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F05S000038","24-PEP-02-P09_F05","PE24CLM-GENO-ST01-00151",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F06S000046","24-PEP-02-P09_F06","PE24CLM-GENO-ST01-00152",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F07S000054","24-PEP-02-P09_F07","PE24CLM-GENO-ST01-00153",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F08S000062","24-PEP-02-P09_F08","PE24CLM-GENO-ST01-00154",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F09S000070","24-PEP-02-P09_F09","PE24CLM-GENO-ST01-00155",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F10S000078","24-PEP-02-P09_F10","PE24CLM-GENO-ST01-00156",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F11S000086","24-PEP-02-P09_F11","PE24CLM-GENO-ST01-00157",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09F12S000094","24-PEP-02-P09_F12","PE24CLM-GENO-ST01-00158",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G01S000007","24-PEP-02-P09_G01","PE24CLM-GENO-ST01-00159",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G02S000015","24-PEP-02-P09_G02","PE24CLM-GENO-ST01-00160",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G03S000023","24-PEP-02-P09_G03","PE24CLM-GENO-ST01-00161",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G04S000031","24-PEP-02-P09_G04","PE24CLM-GENO-ST01-00162",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G05S000039","24-PEP-02-P09_G05","PE24CLM-GENO-ST01-00163",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G06S000047","24-PEP-02-P09_G06","PE24CLM-GENO-ST01-00164",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G07S000055","24-PEP-02-P09_G07","PE24CLM-GENO-ST01-00165",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G08S000063","24-PEP-02-P09_G08","PE24CLM-GENO-ST01-00166",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G09S000071","24-PEP-02-P09_G09","PE24CLM-GENO-ST01-00167",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G10S000079","24-PEP-02-P09_G10","PE24CLM-GENO-ST01-00168",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G11S000087","24-PEP-02-P09_G11","PE24CLM-GENO-ST01-00169",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09G12S000095","24-PEP-02-P09_G12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P09H01S000008","24-PEP-02-P09_H01","PE24CLM-GENO-ST01-00170",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H02S000016","24-PEP-02-P09_H02","PE24CLM-GENO-ST01-00171",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H03S000024","24-PEP-02-P09_H03","PE24CLM-GENO-ST01-00172",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H04S000032","24-PEP-02-P09_H04","PE24CLM-GENO-ST01-00173",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H05S000040","24-PEP-02-P09_H05","PE24CLM-GENO-ST01-00174",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H06S000048","24-PEP-02-P09_H06","PE24CLM-GENO-ST01-00175",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H07S000056","24-PEP-02-P09_H07","PE24CLM-GENO-ST01-00176",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H08S000064","24-PEP-02-P09_H08","PE24CLM-GENO-ST01-00177",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H09S000072","24-PEP-02-P09_H09","PE24CLM-GENO-ST01-00178",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H10S000080","24-PEP-02-P09_H10","PE24CLM-GENO-ST01-00179",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H11S000088","24-PEP-02-P09_H11","PE24CLM-GENO-ST01-00180",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P09H12S000096","24-PEP-02-P09_H12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10A01S000001","24-PEP-02-P10_A01","PE24CLM-GENO-ST01-00181",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A02S000009","24-PEP-02-P10_A02","PE24CLM-GENO-ST01-00189",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A03S000017","24-PEP-02-P10_A03","PE24CLM-GENO-ST01-00197",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A04S000025","24-PEP-02-P10_A04","PE24CLM-GENO-ST01-00205",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A05S000033","24-PEP-02-P10_A05","PE24CLM-GENO-ST01-00213",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A06S000041","24-PEP-02-P10_A06","PE24CLM-GENO-ST01-00222",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A07S000049","24-PEP-02-P10_A07","PE24CLM-GENO-ST01-00232",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A08S000057","24-PEP-02-P10_A08","PE24CLM-GENO-ST01-00240",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A09S000065","24-PEP-02-P10_A09","PE24CLM-GENO-ST01-00250",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10A10S000073","24-PEP-02-P10_A10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10A11S000081","24-PEP-02-P10_A11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10A12S000089","24-PEP-02-P10_A12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10B01S000002","24-PEP-02-P10_B01","PE24CLM-GENO-ST01-00182",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B02S000010","24-PEP-02-P10_B02","PE24CLM-GENO-ST01-00190",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B03S000018","24-PEP-02-P10_B03","PE24CLM-GENO-ST01-00198",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B04S000026","24-PEP-02-P10_B04","PE24CLM-GENO-ST01-00206",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B05S000034","24-PEP-02-P10_B05","PE24CLM-GENO-ST01-00214",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B06S000042","24-PEP-02-P10_B06","PE24CLM-GENO-ST01-00223",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B07S000050","24-PEP-02-P10_B07","PE24CLM-GENO-ST01-00233",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B08S000058","24-PEP-02-P10_B08","PE24CLM-GENO-ST01-00241",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B09S000066","24-PEP-02-P10_B09","PE24CLM-GENO-ST01-00251",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10B10S000074","24-PEP-02-P10_B10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10B11S000082","24-PEP-02-P10_B11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10B12S000090","24-PEP-02-P10_B12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10C01S000003","24-PEP-02-P10_C01","PE24CLM-GENO-ST01-00183",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C02S000011","24-PEP-02-P10_C02","PE24CLM-GENO-ST01-00191",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C03S000019","24-PEP-02-P10_C03","PE24CLM-GENO-ST01-00199",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C04S000027","24-PEP-02-P10_C04","PE24CLM-GENO-ST01-00207",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C05S000035","24-PEP-02-P10_C05","PE24CLM-GENO-ST01-00215",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C06S000043","24-PEP-02-P10_C06","PE24CLM-GENO-ST01-00224",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C07S000051","24-PEP-02-P10_C07","PE24CLM-GENO-ST01-00234",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C08S000059","24-PEP-02-P10_C08","PE24CLM-GENO-ST01-00243",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10C09S000067","24-PEP-02-P10_C09","CIP801038",NA,"0","0","0_x_0",TRUE,TRUE
"24-PEP-02-P10C10S000075","24-PEP-02-P10_C10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10C11S000083","24-PEP-02-P10_C11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10C12S000091","24-PEP-02-P10_C12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10D01S000004","24-PEP-02-P10_D01","PE24CLM-GENO-ST01-00184",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D02S000012","24-PEP-02-P10_D02","PE24CLM-GENO-ST01-00192",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D03S000020","24-PEP-02-P10_D03","PE24CLM-GENO-ST01-00200",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D04S000028","24-PEP-02-P10_D04","PE24CLM-GENO-ST01-00208",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D05S000036","24-PEP-02-P10_D05","PE24CLM-GENO-ST01-00217",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D06S000044","24-PEP-02-P10_D06","PE24CLM-GENO-ST01-00225",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D07S000052","24-PEP-02-P10_D07","PE24CLM-GENO-ST01-00235",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D08S000060","24-PEP-02-P10_D08","PE24CLM-GENO-ST01-00244",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10D09S000068","24-PEP-02-P10_D09","CIP801040",NA,"0","0","0_x_0",TRUE,TRUE
"24-PEP-02-P10D10S000076","24-PEP-02-P10_D10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10D11S000084","24-PEP-02-P10_D11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10D12S000092","24-PEP-02-P10_D12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10E01S000005","24-PEP-02-P10_E01","PE24CLM-GENO-ST01-00185",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E02S000013","24-PEP-02-P10_E02","PE24CLM-GENO-ST01-00193",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E03S000021","24-PEP-02-P10_E03","PE24CLM-GENO-ST01-00201",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E04S000029","24-PEP-02-P10_E04","PE24CLM-GENO-ST01-00209",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E05S000037","24-PEP-02-P10_E05","PE24CLM-GENO-ST01-00218",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E06S000045","24-PEP-02-P10_E06","PE24CLM-GENO-ST01-00226",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E07S000053","24-PEP-02-P10_E07","PE24CLM-GENO-ST01-00236",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E08S000061","24-PEP-02-P10_E08","PE24CLM-GENO-ST01-00246",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10E09S000069","24-PEP-02-P10_E09","CIP801041",NA,"0","0","0_x_0",TRUE,TRUE
"24-PEP-02-P10E10S000077","24-PEP-02-P10_E10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10E11S000085","24-PEP-02-P10_E11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10E12S000093","24-PEP-02-P10_E12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10F01S000006","24-PEP-02-P10_F01","PE24CLM-GENO-ST01-00186",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F02S000014","24-PEP-02-P10_F02","PE24CLM-GENO-ST01-00194",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F03S000022","24-PEP-02-P10_F03","PE24CLM-GENO-ST01-00202",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F04S000030","24-PEP-02-P10_F04","PE24CLM-GENO-ST01-00210",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F05S000038","24-PEP-02-P10_F05","PE24CLM-GENO-ST01-00219",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F06S000046","24-PEP-02-P10_F06","PE24CLM-GENO-ST01-00227",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F07S000054","24-PEP-02-P10_F07","PE24CLM-GENO-ST01-00237",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F08S000062","24-PEP-02-P10_F08","PE24CLM-GENO-ST01-00247",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10F09S000070","24-PEP-02-P10_F09","CIP801043",NA,"0","0","0_x_0",TRUE,TRUE
"24-PEP-02-P10F10S000078","24-PEP-02-P10_F10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10F11S000086","24-PEP-02-P10_F11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10F12S000094","24-PEP-02-P10_F12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10G01S000007","24-PEP-02-P10_G01","PE24CLM-GENO-ST01-00187",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G02S000015","24-PEP-02-P10_G02","PE24CLM-GENO-ST01-00195",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G03S000023","24-PEP-02-P10_G03","PE24CLM-GENO-ST01-00203",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G04S000031","24-PEP-02-P10_G04","PE24CLM-GENO-ST01-00211",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G05S000039","24-PEP-02-P10_G05","PE24CLM-GENO-ST01-00220",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G06S000047","24-PEP-02-P10_G06","PE24CLM-GENO-ST01-00229",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G07S000055","24-PEP-02-P10_G07","PE24CLM-GENO-ST01-00238",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G08S000063","24-PEP-02-P10_G08","PE24CLM-GENO-ST01-00248",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10G09S000071","24-PEP-02-P10_G09","CIP801045",NA,"0","0","0_x_0",TRUE,TRUE
"24-PEP-02-P10G10S000079","24-PEP-02-P10_G10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10G11S000087","24-PEP-02-P10_G11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10G12S000095","24-PEP-02-P10_G12",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10H01S000008","24-PEP-02-P10_H01","PE24CLM-GENO-ST01-00188",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H02S000016","24-PEP-02-P10_H02","PE24CLM-GENO-ST01-00196",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H03S000024","24-PEP-02-P10_H03","PE24CLM-GENO-ST01-00204",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H04S000032","24-PEP-02-P10_H04","PE24CLM-GENO-ST01-00212",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H05S000040","24-PEP-02-P10_H05","PE24CLM-GENO-ST01-00221",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H06S000048","24-PEP-02-P10_H06","PE24CLM-GENO-ST01-00231",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H07S000056","24-PEP-02-P10_H07","PE24CLM-GENO-ST01-00239",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H08S000064","24-PEP-02-P10_H08","PE24CLM-GENO-ST01-00249",NA,NA,NA,NA,TRUE,TRUE
"24-PEP-02-P10H09S000072","24-PEP-02-P10_H09",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10H10S000080","24-PEP-02-P10_H10",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10H11S000088","24-PEP-02-P10_H11",NA,NA,NA,NA,NA,TRUE,FALSE
"24-PEP-02-P10H12S000096","24-PEP-02-P10_H12",NA,NA,NA,NA,NA,TRUE,FALSE
